JobID,Job_Title,Salary_estimate_range,Min_Salary_Estimate,Max_Salary_Estimate,Location
10363,Financial Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10364,Sr. Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10365,Business Data Analyst,$41K-$86K ,41000,86000,"Irving, TX"
10366,Sr. Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10367,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10368,Data Analyst,$37K-$68K ,37000,68000,"Lackland AFB, TX"
10369,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10370,Data Analyst,$59K-$85K ,59000,85000,"New York, NY"
10371,Data Analyst,$42K-$74K ,42000,74000,"Newark, NJ"
10372,Data Analyst III,$45K-$88K ,45000,88000,"Newark, NJ"
10373,Sr. Data Analyst,$113K-$132K ,113000,132000,"Woodland Hills, CA"
10374,Data Analyst,$65K-$81K ,65000,81000,"Woodland Hills, CA"
10375,Sr. Data Analyst,$113K-$132K ,113000,132000,"Long Beach, CA"
10376,Sr. Data Analyst,$113K-$132K ,113000,132000,"Long Beach, CA"
10377,Data Analyst,$35K-$45K ,35000,45000,"Long Beach, CA"
10378,Sr. Data Analyst,$35K-$45K ,35000,45000,"Long Beach, CA"
10379,Data Analyst,$42K-$66K ,42000,66000,"Long Beach, CA"
10380,Sr. Data Analyst,$65K-$81K ,65000,81000,"Long Beach, CA"
10381,Data Analyst III,$35K-$42K ,35000,42000,"Austin, TX"
10382,Data Analyst II,$53K-$104K ,53000,104000,"Austin, TX"
10383,Lead Data Analyst,$68K-$87K ,68000,87000,"Chicago, IL"
10384,Data Analyst III,$47K-$76K ,47000,76000,"Houston, TX"
10385,Data Analyst III,$60K-$124K ,60000,124000,"San Diego, CA"
10386,Data Analyst III,$35K-$42K ,35000,42000,"Austin, TX"
10387,Data Analyst III,$47K-$76K ,47000,76000,"Houston, TX"
10388,Sr. Data Analyst,$65K-$81K ,65000,81000,"Marina del Rey, CA"
10389,Business Data Analyst,$50K-$93K ,50000,93000,"Berwyn, PA"
10390,Financial Data Analyst,$43K-$69K ,43000,69000,"Smithfield, VA"
10391,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10392,Data Analyst,$97K-$129K ,97000,129000,"Northfield, IL"
10393,Data Analyst,$60K-$66K ,60000,66000,"Broadview, IL"
10394,Data Analyst,$73K-$82K ,73000,82000,"Woodridge, IL"
10395,Sr. Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10396,Principal Data Analyst,$45K-$88K ,45000,88000,"New York, NY"
10397,Principal Data Analyst,$46K-$87K ,46000,87000,"New York, NY"
10398,Sr. Data Analyst,$46K-$87K ,46000,87000,"New York, NY"
10399,Financial Data Analyst,$113K-$132K ,113000,132000,"Burbank, CA"
10400,Data Analyst,$37K-$70K ,37000,70000,"Burbank, CA"
10401,Sr. Data Analyst,$43K-$76K ,43000,76000,"New York, NY"
10402,Financial Data Analyst,$113K-$132K ,113000,132000,"Burbank, CA"
10403,Data Analyst,$35K-$45K ,35000,45000,"Burbank, CA"
10404,Sr. Data Analyst,$37K-$70K ,37000,70000,"Burbank, CA"
10405,Data Analyst,$57K-$104K ,57000,104000,"San Mateo, CA"
10406,Data Analyst,$57K-$67K ,57000,67000,"Thornton, CO"
10407,Data Analyst III,$68K-$87K ,68000,87000,"Deerfield, IL"
10408,Sr. Data Analyst,$97K-$129K ,97000,129000,"Deerfield, IL"
10409,Business Data Analyst,$35K-$67K ,35000,67000,"Issaquah, WA"
10410,Data Analyst,$35K-$67K ,35000,67000,"Issaquah, WA"
10411,Data Analyst,$55K-$101K ,55000,101000,"Issaquah, WA"
10412,Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10413,Data Analyst,$24K-$48K ,24000,48000,"Arlington, TX"
10414,Data Analyst,$24K-$48K ,24000,48000,"Arlington, TX"
10415,Data Analyst,$40K-$74K ,40000,74000,"Mooresville, NC"
10416,Sr. Data Analyst,$40K-$74K ,40000,74000,"Mooresville, NC"
10417,Data Analyst,$53K-$99K ,53000,99000,"Mooresville, NC"
10418,Data Analyst,$53K-$99K ,53000,99000,"Mooresville, NC"
10419,Data Analyst,$57K-$100K ,57000,100000,"Broomfield, CO"
10420,Data Analyst,$57K-$100K ,57000,100000,"Broomfield, CO"
10421,Data Analyst,$78K-$104K ,78000,104000,"Broomfield, CO"
10422,Data Analyst,$24K-$48K ,24000,48000,"Dallas, TX"
10423,Data Analyst,$34K-$61K ,34000,61000,"Whitestown, IN"
10424,Business Data Analyst,$46K-$102K ,46000,102000,"Phoenix, AZ"
10425,Data Analyst,$60K-$124K ,60000,124000,"El Cajon, CA"
10426,Sr. Data Analyst,$110K-$190K ,110000,190000,"Santa Clara, CA"
10427,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10428,Sr. Data Analyst,$41K-$78K ,41000,78000,"Blue Bell, PA"
10429,Data Analyst,$24K-$48K ,24000,48000,"Dallas, TX"
10430,Sr. Data Analyst,$27K-$52K ,27000,52000,"New York, NY"
10431,Data Analyst,$24K-$48K ,24000,48000,"Dallas, TX"
10432,Sr. Data Analyst,$46K-$86K ,46000,86000,"San Mateo, CA"
10433,Data Analyst,$93K-$159K ,93000,159000,"San Mateo, CA"
10434,Sr. Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10435,Data Analyst,$46K-$87K ,46000,87000,"New York, NY"
10436,Sr. Business Analyst,$49K-$112K ,49000,112000,"Chesapeake, VA"
10437,Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10438,Data Analyst,$47K-$76K ,47000,76000,"Houston, TX"
10439,Data Science Analyst,$43K-$76K ,43000,76000,"New York, NY"
10440,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10441,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10442,Data Analyst,$64K-$113K ,64000,113000,"Boothwyn, PA"
10443,Data Analyst,$41K-$78K ,41000,78000,"Camden, NJ"
10444,Business Data Analyst,$78K-$104K ,78000,104000,"Centennial, CO"
10445,Jr. Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10446,Data Analyst,$24K-$48K ,24000,48000,"Richardson, TX"
10447,Data Analyst,$43K-$77K ,43000,77000,"Round Rock, TX"
10448,Data Analyst,$43K-$94K ,43000,94000,"Tempe, AZ"
10449,Sr. Data Analyst,$64K-$113K ,64000,113000,"Wayne, PA"
10450,Business Data Analyst,$50K-$93K ,50000,93000,"Wilmington, DE"
10451,Data Analyst,$89K-$151K ,89000,151000,"Cupertino, CA"
10452,Data Analyst,$27K-$52K ,27000,52000,"Jersey City, NJ"
10453,Business Data Analyst,$41K-$78K ,41000,78000,"Jersey City, NJ"
10454,Data Analyst,$51K-$88K ,51000,88000,"New York, NY"
10455,Data Analyst,$41K-$86K ,41000,86000,"Plano, TX"
10456,Data Analyst,$43K-$94K ,43000,94000,"Phoenix, AZ"
10457,Sr. Data Analyst,$73K-$89K ,73000,89000,"San Antonio, TX"
10458,Sr. Data Analyst,$73K-$89K ,73000,89000,"San Antonio, TX"
10459,Data Analyst,$82K-$116K ,82000,116000,"San Francisco, CA"
10460,Data Analyst,$42K-$66K ,42000,66000,"Woodland Hills, CA"
10461,Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10462,Data Analyst,$40K-$72K ,40000,72000,"Jacksonville, FL"
10463,Data Analyst,$41K-$86K ,41000,86000,"Dallas, TX"
10464,Data Analyst,$43K-$94K ,43000,94000,"Chandler, AZ"
10465,Data Analyst,$40K-$74K ,40000,74000,"Charlotte, NC"
10466,Data Science Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10467,Business Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10468,Business Data Analyst,$74K-$123K ,74000,123000,"Houston, TX"
10469,Data Analyst,$67K-$92K ,67000,92000,"Chicago, IL"
10470,Data Analyst,$68K-$87K ,68000,87000,"Chicago, IL"
10471,Sr. Data Analyst,$97K-$129K ,97000,129000,"Chicago, IL"
10472,Sr. Data Analyst,$57K-$100K ,57000,100000,"Englewood, CO"
10473,Data Analyst,$47K-$76K ,47000,76000,"Pasadena, TX"
10474,Jr. Data Analyst,$37K-$44K ,37000,44000,"Philadelphia, PA"
10475,Data Analyst,$38K-$68K ,38000,68000,"Philadelphia, PA"
10476,Sr. Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10477,Data Analyst,$28K-$52K ,28000,52000,"Columbus, OH"
10478,Sr. Data Analyst,$98K-$114K ,98000,114000,"Hoboken, NJ"
10479,Data Analyst,$69K-$127K ,69000,127000,"Redwood City, CA"
10480,Sr. Data Analyst,$47K-$74K ,47000,74000,"Alameda, CA"
10481,Data Analyst,$93K-$159K ,93000,159000,"Daly City, CA"
10482,Sr. Data Analyst,$47K-$74K ,47000,74000,"San Rafael, CA"
10483,Sr. Data Analyst,$47K-$74K ,47000,74000,"San Ramon, CA"
10484,Business Data Analyst,$47K-$74K ,47000,74000,"South San Francisco, CA"
10485,Data Analyst,$69K-$127K ,69000,127000,"Sunnyvale, CA"
10486,Data Analyst,$74K-$123K ,74000,123000,"Houston, TX"
10487,Data Analyst,$84K-$90K ,84000,90000,"New York, NY"
10488,Data Analyst,$55K-$103K ,55000,103000,"Culver City, CA"
10489,Data Analyst,$110K-$190K ,110000,190000,"Cupertino, CA"
10490,Data Analyst III,$58K-$93K ,58000,93000,"Redwood City, CA"
10491,Data Analyst,$99K-$178K ,99000,178000,"San Francisco, CA"
10492,Data Analyst,$110K-$190K ,110000,190000,"Sunnyvale, CA"
10493,Data Analyst,$57K-$67K ,57000,67000,"Boulder, CO"
10494,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10495,Sr. Data Analyst,$67K-$92K ,67000,92000,"Chicago, IL"
10496,Data Analyst,$24K-$48K ,24000,48000,"Dallas, TX"
10497,Data Analyst,$41K-$78K ,41000,78000,"Feasterville, PA"
10498,Business Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10499,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10500,Data Analyst,$41K-$78K ,41000,78000,"Malvern, PA"
10501,Sr. Data Analyst,$38K-$68K ,38000,68000,"Philadelphia, PA"
10502,Data Analyst,$46K-$102K ,46000,102000,"Phoenix, AZ"
10503,Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10504,Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10505,Data Analyst,$38K-$68K ,38000,68000,"Wilmington, DE"
10506,Data Analyst,$41K-$78K ,41000,78000,"Wilmington, DE"
10507,Business Data Analyst,$37K-$44K ,37000,44000,"Wilmington, DE"
10508,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10509,Business Data Analyst,$30K-$53K ,30000,53000,"Dallas, TX"
10510,Data Analyst,$44K-$82K ,44000,82000,"Dallas, TX"
10511,Data Analyst,$65K-$81K ,65000,81000,"Glendale, CA"
10512,Data Analyst,$35K-$45K ,35000,45000,"Los Angeles, CA"
10513,Data Analyst,$38K-$68K ,38000,68000,"Wayne, PA"
10514,Data Analyst,$42K-$76K ,42000,76000,"Northbrook, IL"
10515,Data Analyst,$48K-$88K ,48000,88000,"Richardson, TX"
10516,Jr. Data Analyst,$48K-$88K ,48000,88000,"Richardson, TX"
10517,Data Analyst,$93K-$159K ,93000,159000,"San Francisco, CA"
10518,Sr. Data Analyst,$57K-$100K ,57000,100000,"Louisville, CO"
10519,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10520,Data Analyst,$43K-$69K ,43000,69000,"Norfolk, VA"
10521,Data Analyst,$49K-$112K ,49000,112000,"Norfolk, VA"
10522,Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10523,Data Analyst,$43K-$69K ,43000,69000,"Hampton, VA"
10524,Data Analyst,$59K-$85K ,59000,85000,"New York, NY"
10525,Data Analyst,$44K-$82K ,44000,82000,"Arlington, TX"
10526,Business Data Analyst,$48K-$88K ,48000,88000,"Arlington, TX"
10527,Business Data Analyst,$53K-$94K ,53000,94000,"Scottsdale, AZ"
10528,Data Analyst,$53K-$94K ,53000,94000,"Scottsdale, AZ"
10529,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10530,Data Analyst II,$76K-$122K ,76000,122000,"San Diego, CA"
10531,Data Analyst,$67K-$92K ,67000,92000,"Rolling Meadows, IL"
10532,Sr. Data Analyst,$53K-$94K ,53000,94000,"Glendale, AZ"
10533,Sr. Data Analyst,$74K-$123K ,74000,123000,"Sugar Land, TX"
10534,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10535,Data Analyst,$27K-$52K ,27000,52000,"New York, NY"
10536,Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10537,Sr. Data Analyst,$67K-$92K ,67000,92000,"Chicago, IL"
10538,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10539,Sr. Data Analyst,$113K-$132K ,113000,132000,"Gardena, CA"
10540,Data Analyst,$29K-$38K ,29000,38000,"Pearland, TX"
10541,Data Analyst,$47K-$76K ,47000,76000,"Pearland, TX"
10542,Data Analyst,$74K-$123K ,74000,123000,"Pearland, TX"
10543,Data Analyst II,$74K-$123K ,74000,123000,"Pearland, TX"
10544,Sr. Data Analyst,$74K-$123K ,74000,123000,"Pearland, TX"
10545,Data Analyst,$34K-$61K ,34000,61000,"Indianapolis, IN"
10546,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10547,Sr. Data Analyst,$47K-$76K ,47000,76000,"Houston, TX"
10548,Lead Data Analyst,$74K-$123K ,74000,123000,"Houston, TX"
10549,Data Analyst,$50K-$93K ,50000,93000,"Philadelphia, PA"
10550,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10551,Data Analyst,$89K-$151K ,89000,151000,"Redwood City, CA"
10552,Data Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10553,Data Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10554,Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10555,Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10556,Data Analyst,$55K-$103K ,55000,103000,"El Segundo, CA"
10557,Financial Data Analyst,$46K-$86K ,46000,86000,"Foster City, CA"
10558,Financial Data Analyst,$82K-$116K ,82000,116000,"Foster City, CA"
10559,Data Analyst,$55K-$101K ,55000,101000,"Redmond, WA"
10560,Sr. Data Analyst,$110K-$190K ,110000,190000,"Newark, CA"
10561,Data Analyst,$110K-$190K ,110000,190000,"Redwood City, CA"
10562,Data Analyst,$29K-$38K ,29000,38000,"Houston, TX"
10563,Sr. Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10564,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10565,Sr. Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10566,Sr. Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10567,Financial Data Analyst,$89K-$151K ,89000,151000,"Redwood City, CA"
10568,Data Analyst,$40K-$74K ,40000,74000,"Charlotte, NC"
10569,Data Analyst,$59K-$85K ,59000,85000,"New York, NY"
10570,Business Data Analyst,$46K-$87K ,46000,87000,"Jersey City, NJ"
10571,Sr. Data Analyst,$60K-$110K ,60000,110000,"Jersey City, NJ"
10572,Lead Data Analyst,$55K-$101K ,55000,101000,"Kirkland, WA"
10573,Data Analyst,$24K-$48K ,24000,48000,"Dallas, TX"
10574,Data Analyst,$50K-$86K ,50000,86000,"Irving, TX"
10575,Data Analyst,$69K-$127K ,69000,127000,"San Jose, CA"
10576,Data Analyst,$67K-$92K ,67000,92000,"Northbrook, IL"
10577,Data Analyst,$43K-$69K ,43000,69000,"Hampton, VA"
10578,Data Analyst,$43K-$69K ,43000,69000,"Hampton, VA"
10579,Data Analyst,$43K-$69K ,43000,69000,"Hampton, VA"
10580,Data Analyst,$49K-$112K ,49000,112000,"Hampton, VA"
10581,Data Analyst,$69K-$127K ,69000,127000,"Fremont, CA"
10582,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10583,Data Analyst,$36K-$67K ,36000,67000,"Topeka, KS"
10584,Data Analyst,$74K-$123K ,74000,123000,"Houston, TX"
10585,Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10586,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10587,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10588,Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10589,Data Analyst,$40K-$72K ,40000,72000,"Jacksonville, FL"
10590,Data Analyst,$64K-$113K ,64000,113000,"Malvern, PA"
10591,Data Analyst,$42K-$74K ,42000,74000,"New York, NY"
10592,Data Analyst,$43K-$76K ,43000,76000,"New York, NY"
10593,Data Analyst,$45K-$88K ,45000,88000,"New York, NY"
10594,Data Analyst,$51K-$88K ,51000,88000,"New York, NY"
10595,Data Analyst,$84K-$90K ,84000,90000,"New York, NY"
10596,Data Analyst,$84K-$90K ,84000,90000,"New York, NY"
10597,Business Data Analyst,$43K-$94K ,43000,94000,"Phoenix, AZ"
10598,Data Analyst,$48K-$88K ,48000,88000,"Plano, TX"
10599,Data Analyst,$37K-$68K ,37000,68000,"San Antonio, TX"
10600,Data Analyst,$73K-$89K ,73000,89000,"San Antonio, TX"
10601,Business Data Analyst,$46K-$86K ,46000,86000,"San Francisco, CA"
10602,Business Data Analyst,$46K-$86K ,46000,86000,"San Francisco, CA"
10603,Lead Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10604,Business Data Analyst,$93K-$159K ,93000,159000,"San Francisco, CA"
10605,Data Analyst,$93K-$159K ,93000,159000,"San Francisco, CA"
10606,Data Analyst,$110K-$190K ,110000,190000,"San Jose, CA"
10607,Sr. Data Analyst,$63K-$116K ,63000,116000,"Santa Clara, CA"
10608,Data Analyst,$53K-$94K ,53000,94000,"Tempe, AZ"
10609,Sr. Data Analyst,$67K-$92K ,67000,92000,"Chicago, IL"
10610,Data Analyst,$46K-$102K ,46000,102000,"Phoenix, AZ"
10611,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10612,Data Analyst,$46K-$86K ,46000,86000,"San Francisco, CA"
10613,Data Analyst,$47K-$74K ,47000,74000,"South San Francisco, CA"
10614,Sr. Data Analyst,$58K-$93K ,58000,93000,"Santa Clara, CA"
10615,Data Analyst,$34K-$61K ,34000,61000,"Carmel, IN"
10616,Data Science Analyst,$37K-$66K ,37000,66000,"New York, NY"
10617,Data Analyst,$89K-$151K ,89000,151000,"San Jose, CA"
10618,Jr. Data Analyst,$65K-$81K ,65000,81000,"Long Beach, CA"
10619,Data Scientist,$26K-$47K ,26000,47000,"Lehi, UT"
10620,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10621,Sr. Data Analyst,$42K-$74K ,42000,74000,"New York, NY"
10622,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10623,Data Analyst,$41K-$78K ,41000,78000,"Bronx, NY"
10624,Data Analyst,$35K-$67K ,35000,67000,"Seattle, WA"
10625,Data Analyst,$55K-$101K ,55000,101000,"Seattle, WA"
10626,Data Analyst,$41K-$86K ,41000,86000,"Arlington, TX"
10627,Sr. Data Analyst,$48K-$88K ,48000,88000,"Arlington, TX"
10628,Data Analyst,$42K-$66K ,42000,66000,"Torrance, CA"
10629,Data Analyst,$57K-$104K ,57000,104000,"San Rafael, CA"
10630,Lead Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10631,Jr. Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10632,Data Analyst,$50K-$86K ,50000,86000,"Fort Worth, TX"
10633,Data Analyst,$49K-$112K ,49000,112000,"Norfolk, VA"
10634,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10635,Data Analyst,$59K-$85K ,59000,85000,"Jersey City, NJ"
10636,Data Analyst,$38K-$68K ,38000,68000,"Radnor, PA"
10637,Data Analyst,$64K-$113K ,64000,113000,"Wayne, PA"
10638,Data Analyst,$65K-$120K ,65000,120000,"Hercules, CA"
10639,Sr. Data Analyst,$27K-$52K ,27000,52000,"Berkeley Heights, NJ"
10640,Data Analyst,$64K-$113K ,64000,113000,"Gwynedd Township, PA"
10641,Data Analyst,$64K-$113K ,64000,113000,"Gwynedd Township, PA"
10642,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10643,Sr. Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10644,Data Analyst,$76K-$122K ,76000,122000,"San Diego, CA"
10645,Sr. Data Analyst,$42K-$76K ,42000,76000,"Chicago, IL"
10646,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10647,Data Analyst,$41K-$78K ,41000,78000,"Philadelphia, PA"
10648,Data Analyst,$64K-$113K ,64000,113000,"Philadelphia, PA"
10649,Data Analyst,$41K-$78K ,41000,78000,"New York, NY"
10650,Data Analyst,$41K-$86K ,41000,86000,"Irving, TX"
10651,Data Analyst,$42K-$76K ,42000,76000,"Austin, TX"
10652,Business Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10653,Data Analyst IV,$97K-$129K ,97000,129000,"Chicago, IL"
10654,Data Analyst,$55K-$103K ,55000,103000,"El Segundo, CA"
10655,Data Analyst,$47K-$76K ,47000,76000,"Houston, TX"
10656,Data Analyst,$40K-$72K ,40000,72000,"Jacksonville, FL"
10657,Data Analyst,$77K-$132K ,77000,132000,"Jersey City, NJ"
10658,Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10659,Sr. Data Analyst,$57K-$103K ,57000,103000,"Los Angeles, CA"
10660,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10661,Data Analyst,$41K-$78K ,41000,78000,"Philadelphia, PA"
10662,Data Analyst,$53K-$94K ,53000,94000,"Phoenix, AZ"
10663,Data Analyst,$47K-$81K ,47000,81000,"Reedley, CA"
10664,Data Analyst,$69K-$127K ,69000,127000,"Sunnyvale, CA"
10665,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10666,Business Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10667,Data Analyst,$50K-$86K ,50000,86000,"Charlotte, NC"
10668,Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10669,Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10670,Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10671,Data Analyst,$54K-$75K ,54000,75000,"Charlotte, NC"
10672,Data Analyst,$57K-$100K ,57000,100000,"Greenwood Village, Arapahoe, CO"
10673,Data Analyst,$57K-$67K ,57000,67000,"Greenwood Village, Arapahoe, CO"
10674,Business Data Analyst,$30K-$53K ,30000,53000,"Irving, TX"
10675,Data Analyst,$51K-$87K ,51000,87000,"Jersey City, NJ"
10676,Data Analyst II,$51K-$93K ,51000,93000,"Menlo Park, CA"
10677,Data Analyst,$63K-$116K ,63000,116000,"Menlo Park, CA"
10678,Data Analyst,$41K-$78K ,41000,78000,"Philadelphia, PA"
10679,Sr. Data Analyst,$44K-$78K ,44000,78000,"Plano, TX"
10680,Business Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10681,Sr. Data Analyst,$48K-$88K ,48000,88000,"Irving, TX"
10682,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10683,Data Analyst,$32K-$56K ,32000,56000,"Athens, GA"
10684,Data Analyst,$26K-$47K ,26000,47000,"Salt Lake City, UT"
10685,Sr. Data Analyst,$55K-$101K ,55000,101000,"Seattle, WA"
10686,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10687,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10688,Sr. Data Analyst,$67K-$92K ,67000,92000,"Chicago, IL"
10689,Data Analyst,$45K-$88K ,45000,88000,"New York, NY"
10690,Data Analyst,$59K-$85K ,59000,85000,"New York, NY"
10691,Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10692,Sr. Data Analyst,$65K-$120K ,65000,120000,"San Francisco, CA"
10693,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10694,Data Analyst,$60K-$66K ,60000,66000,"Chicago, IL"
10695,Data Analyst,$42K-$76K ,42000,76000,"Chicago, IL"
10696,Data Analyst,$37K-$70K ,37000,70000,"El Segundo, CA"
10697,Sr. Data Analyst,$34K-$61K ,34000,61000,"Jeffersonville, IN"
10698,Data Analyst,$34K-$61K ,34000,61000,"Indianapolis, IN"
10699,Lead Data Analyst,$45K-$88K ,45000,88000,"New York, NY"
10700,Sr. Data Analyst,$37K-$70K ,37000,70000,"Pasadena, CA"
10701,Data Analyst,$51K-$87K ,51000,87000,"New York, NY"
10702,Sr. Data Analyst,$78K-$104K ,78000,104000,"Broomfield, CO"
10703,Sr. Data Analyst,$34K-$61K ,34000,61000,"Beech Grove, IN"
10704,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10705,Sr. Data Analyst,$60K-$110K ,60000,110000,"New York, NY"
10706,Data Analyst,$37K-$66K ,37000,66000,"New York, NY"
10707,Sr. Data Analyst,$57K-$103K ,57000,103000,"Beverly Hills, CA"
10708,Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10709,Sr. Data Analyst,$37K-$70K ,37000,70000,"Los Angeles, CA"
10710,Sr. Data Analyst,$55K-$103K ,55000,103000,"Los Angeles, CA"
10711,Data Analyst,$51K-$93K ,51000,93000,"Palo Alto, CA"
10712,Data Analyst,$98K-$114K ,98000,114000,"New York, NY"
10713,Data Analyst,$35K-$42K ,35000,42000,"Austin, TX"
10714,Data Analyst,$57K-$67K ,57000,67000,"Denver, CO"
10715,Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10716,Sr. Data Analyst,$57K-$104K ,57000,104000,"San Francisco, CA"
10717,Sr. Data Analyst,$51K-$93K ,51000,93000,"Mountain View, CA"
10718,Sr. Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10719,Sr. Data Analyst,$60K-$124K ,60000,124000,"San Diego, CA"
10720,Sr. Data Analyst,$58K-$93K ,58000,93000,"Sunnyvale, CA"
10721,Data Analyst,$53K-$104K ,53000,104000,"Austin, TX"
10722,Data Analyst,$51K-$88K ,51000,88000,"New York, NY"
10723,Sr. Data Analyst,$77K-$132K ,77000,132000,"New York, NY"
10724,Sr. Data Analyst,$93K-$159K ,93000,159000,"San Francisco, CA"
10725,Sr. Data Analyst,$99K-$178K ,99000,178000,"San Francisco, CA"
10726,Data Analyst,$42K-$74K ,42000,74000,"New York, NY"
10727,Data Analyst,$113K-$132K ,113000,132000,"Brea, CA"
10728,Data Analyst,$35K-$45K ,35000,45000,"Brea, CA"
10729,Data Analyst,$113K-$132K ,113000,132000,"Long Beach, CA"
10730,Data Analyst,$65K-$81K ,65000,81000,"Long Beach, CA"
10731,Sr. Data Analyst,$34K-$61K ,34000,61000,"Carmel, IN"
10732,Sr. Data Analyst,$40K-$72K ,40000,72000,"Jacksonville, FL"
10733,Sr. Data Analyst,$46K-$86K ,46000,86000,"San Francisco, CA"
10734,Sr. Data Analyst,$73K-$82K ,73000,82000,"Chicago, IL"
10735,Data Analyst,$41K-$86K ,41000,86000,"Lewisville, TX"
10736,Sr. Data Analyst,$47K-$74K ,47000,74000,"Walnut Creek, CA"
10737,Data Analyst,$35K-$45K ,35000,45000,"Los Angeles, CA"
10738,Sr. Data Analyst,$48K-$88K ,48000,88000,"Dallas, TX"
10739,Sr. Data Analyst,$46K-$102K ,46000,102000,"Phoenix, AZ"
10740,Data Analyst,$97K-$129K ,97000,129000,"Glenview, IL"
10741,Data Analyst II,$30K-$53K ,30000,53000,"Grapevine, TX"
10742,Sr. Data Analyst,$44K-$82K ,44000,82000,"Dallas, TX"
